排名,项目,GitHub链接,赛道,近三月增长,当前star,创建时间,是什么,主要用途
169,LiamGvchi/gc-minimal-zine-poster,https://github.com/LiamGvchi/gc-minimal-zine-poster,多模态,6231,6231,2026-07-12,极简 zine 海报技能,生成安静极简的社论海报
170,opengeos/GeoLibre,https://github.com/opengeos/GeoLibre,数据库,6222,6222,2026-05-27,云原生 GIS 平台,可视化与分析地理空间数据
171,bashalarmistalt/decimen-optical-transfer,https://github.com/bashalarmistalt/decimen-optical-transfer,开发工具,6087,6087,2026-07-30,开源工具项目,开源项目，详见仓库说明
172,drumih/turbo-fieldfare,https://github.com/drumih/turbo-fieldfare,模型/推理,6085,6085,2026-07-17,Mac 端模型推理,M 系 MacBook 上 2GB 内存跑 Gemma 4
173,MiniMax-AI/MiniMax-H3,https://github.com/MiniMax-AI/MiniMax-H3,模型/推理,5990,5990,2026-07-30,MiniMax H3 模型,开源前沿大模型
174,laoma2053/awesome-zhuiju-free,https://github.com/laoma2053/awesome-zhuiju-free,开发工具,5873,5873,2026-06-05,免费追剧资源指南,人工精选影视/网盘/字幕资源
175,FareedKhan-dev/kimi-k3-in-c,https://github.com/FareedKhan-dev/kimi-k3-in-c,模型/推理,5840,5840,2026-08-01,CPU 跑 Kimi K3,单机 8GB 内存推理 2.78T 参数模型
176,deepseek-ai/DeepSeek-R1,https://github.com/deepseek-ai/DeepSeek-R1,模型/推理,5806,92028,2025-01-20,DeepSeek 开源推理大模型,复杂推理任务
177,MDX-Tom/gpt-5.6-instruct,https://github.com/MDX-Tom/gpt-5.6-instruct,Coding Agent,5728,5728,2026-07-11,Codex 提示词测试包,针对 gpt-5.6 的破甲提示与用例
178,zhongerxin/Cowart,https://github.com/zhongerxin/Cowart,开发工具,5543,5543,2026-06-18,开源工具项目,开源项目，详见仓库说明
179,vorssaint/vorssaint-utils,https://github.com/vorssaint/vorssaint-utils,开发工具,5419,5419,2026-06-12,开源工具项目,Free and open-source macOS menu bar toolkit.
180,diffusionstudio/lottie,https://github.com/diffusionstudio/lottie,前端框架,5243,5243,2026-06-04,开源Codex项目,Generate production-ready Lottie 动画s with Claude Code or Cod…
181,Vincentwei1021/video-shotcraft,https://github.com/Vincentwei1021/video-shotcraft,音视频,5231,5231,2026-07-19,开源Codex项目,AI 视频 skill for Claude Code & Codex — cinematic product 视频s…
182,awesome-dsh-plugin/awesome-dsh-plugin,https://github.com/awesome-dsh-plugin/awesome-dsh-plugin,开发工具,5222,5222,2026-08-13,开源运行框架项目,A curated list of 插件s for DeepSeek Harness (dsh) · DeepSeek…
183,abi/screenshot-to-code,https://github.com/abi/screenshot-to-code,前端框架,5212,74049,2023-11-14,截图转代码工具,设计稿转 HTML/Tailwind/React
184,petergyang/no-ai-slop,https://github.com/petergyang/no-ai-slop,开发工具,5182,5182,2026-07-07,开源工具项目,Removes 20+ patterns of AI slop from any piece of writing.
185,chuspeeism/dashi-ppt-skill,https://github.com/chuspeeism/dashi-ppt-skill,前端框架,5162,5162,2026-06-10,开源智能体项目,An AI-智能体 skill that generates 浏览器-editable presentations fr…
186,baairon/torlink,https://github.com/baairon/torlink,开发工具,5083,5083,2026-06-25,开源工具项目,👾 A sleek, zero-setup torrent finder and downloader that liv…
187,perplexityai/bumblebee,https://github.com/perplexityai/bumblebee,开发工具,4930,4930,2026-05-20,开源界面项目,Read-only developer endpoint 扫描器 for on-disk package, extens…
188,huangruiteng/loopx,https://github.com/huangruiteng/loopx,Coding Agent,4816,4816,2026-05-31,开源智能体项目,Long-horizon 智能体 control plane for durable, governed work ac…
189,maybe-finance/maybe,https://github.com/maybe-finance/maybe,开发工具,4731,54325,2024-01-01,个人理财应用,管理个人财务
190,oomol-lab/open-connector,https://github.com/oomol-lab/open-connector,基础设施,4729,4729,2026-06-29,开源智能体项目,Open-source auth 网关 connecting 1000+ SaaS providers to AI 智能…
191,nexu-io/html-video,https://github.com/nexu-io/html-video,音视频,4341,4341,2026-05-27,开源智能体项目,Programmatic 视频 for 编码 智能体s — HTML to 视频 on your laptop. Tur…
192,bikini/exploitarium,https://github.com/bikini/exploitarium,开发工具,4208,4208,2026-06-23,开源漏洞项目,A single archive of public exploit PoCs and 漏洞ility research…
193,nyblnet/bento,https://github.com/nyblnet/bento,开发工具,4154,4154,2026-07-17,开源界面项目,Bento, the office s界面te that fits in a file
194,xdash/FDE-the-Guidance-Book-of-Forward-Deployed-Engineer,https://github.com/xdash/FDE-the-Guidance-Book-of-Forward-Deployed-Engineer,开发工具,4099,4099,2026-07-30,开源工具项目,FDE（前沿部署工程师）从零入门指南（基于范冰《增长黑客》原书框架）
195,slvDev/esp32-ai,https://github.com/slvDev/esp32-ai,机器人,4028,4028,2026-07-23,开源工具项目,开源项目，详见仓库说明
196,DavidHDev/canvas-ui,https://github.com/DavidHDev/canvas-ui,前端框架,4009,4009,2026-07-16,开源React项目,A library of creative 画布 组件s. Real HTML with WebGL effects r…
197,withmarbleapp/os-taxonomy,https://github.com/withmarbleapp/os-taxonomy,开发工具,4006,4006,2026-07-08,开源工具项目,开源项目，详见仓库说明
198,BuilderIO/skills,https://github.com/BuilderIO/skills,Coding Agent,3995,3995,2026-06-10,开源智能体项目,Skills for 编码 智能体s
199,nubjs/nub,https://github.com/nubjs/nub,开发工具,3987,3987,2026-06-03,开源工具项目,The fast all-in-one Node.js toolkit
200,ZzzLc0405/photo-abstract-editorial,https://github.com/ZzzLc0405/photo-abstract-editorial,多模态,3919,3919,2026-08-04,开源工具项目,开源项目，详见仓库说明
201,jakubkrehel/skills,https://github.com/jakubkrehel/skills,前端框架,3827,3827,2026-07-10,开源智能体项目,A collection of 智能体 技能 that help you b界面ld a great interface…
202,digimata/quill,https://github.com/digimata/quill,音视频,3814,3814,2026-07-24,开源转录项目,Ultra-minimalist macOS 录制ing + 转录.
203,Zeejay0/gathered-scenes-zine-skill,https://github.com/Zeejay0/gathered-scenes-zine-skill,多模态,3756,3756,2026-08-01,开源工具项目,开源项目，详见仓库说明
204,Waishnav/devspace,https://github.com/Waishnav/devspace,Coding Agent,3724,3724,2026-06-14,开源Codex项目,Turn ChatGPT into Codex! OR Turn Claude Web into Claude Code…
205,FoundZiGu/GuJumpgate,https://github.com/FoundZiGu/GuJumpgate,开发工具,3716,3940,2026-05-19,开源工具项目,开源项目，详见仓库说明
206,Gloridust/WechatOnCloud,https://github.com/Gloridust/WechatOnCloud,开发工具,3629,3629,2026-05-29,开源工具项目,云微WOC，云微信，自由连接
207,UditAkhourii/adhd,https://github.com/UditAkhourii/adhd,Coding Agent,3617,3617,2026-05-25,开源智能体项目,ADHD — a skill for 编码 智能体s. Tree-of-thought with pruning, b界…
208,Jia-Ethan/codex-keysmith,https://github.com/Jia-Ethan/codex-keysmith,Coding Agent,3595,3595,2026-06-28,开源Codex项目,Versioned Codex instruction 部署ment with preview, ownership m…
209,vercel-labs/scriptc,https://github.com/vercel-labs/scriptc,开发工具,3555,3555,2026-07-22,开源工具项目,TypeScript-to-Native Compiler
210,inkeep/open-knowledge,https://github.com/inkeep/open-knowledge,开发工具,3477,3477,2026-06-03,开源大语言模型项目,Beautiful, AI-native Markdown IDE and LLM 知识库
211,zhu1090093659/dsh-web-ui,https://github.com/zhu1090093659/dsh-web-ui,开发工具,3459,3459,2026-08-12,开源运行框架项目,Plugin and skin collection for DeepSeek Harness (DSH) Web UI…
212,JimLiu/baoyu-design,https://github.com/JimLiu/baoyu-design,前端框架,3444,3444,2026-06-07,开源智能体项目,Run Claude Design locally as an Agent Skill — Cursor, Claude…
213,LaoFeng-mouse/flyingmouse-format,https://github.com/LaoFeng-mouse/flyingmouse-format,开发工具,3424,3424,2026-08-06,开源文字识别项目,飞鼠格式 FlyingMouse Format - Windows 免费文件格式转换工具（离线可用，内置 FFmpeg/…
214,mekos2772/ios-location-spoofer,https://github.com/mekos2772/ios-location-spoofer,开发工具,3374,3374,2026-06-30,开源工具项目,Standalone iOS app to spoof GPS location without jailbreak.…
215,xuchonglang/investing-for-beginners,https://github.com/xuchonglang/investing-for-beginners,开发工具,3263,3263,2026-07-03,开源工具项目,小隐寺投资百科官方公开索引：美股、期权与加密货币知识框架
216,code-yeongyu/lazycodex,https://github.com/code-yeongyu/lazycodex,Coding Agent,3241,3241,2026-05-25,开源智能体项目,The one and only 智能体 运行框架 for complex codebases. Project mem…
217,bozhouDev/codex-orange-book,https://github.com/bozhouDev/codex-orange-book,Coding Agent,3233,3233,2026-06-23,开源Codex项目,Codex 橙皮书：从安装到实战案例的全链路 Codex 使用指南（非官方开源，含可下载 PDF）
218,tamnd/kage,https://github.com/tamnd/kage,开发工具,3232,3232,2026-06-14,开源工具项目,Shadow any website for offline viewing, with the JavaScript…
219,MisoLabsAI/MisoTTS,https://github.com/MisoLabsAI/MisoTTS,音视频,3213,3213,2026-05-20,开源模型项目,Miso TTS is an 8 billion, highly emotive text-to-语音 模型…
220,NVIDIA/skills,https://github.com/NVIDIA/skills,Coding Agent,2911,2972,2026-02-25,开源智能体项目,Agent Skills for NVIDIA products — install into Claude Code,…
221,kunchenguid/lavish-axi,https://github.com/kunchenguid/lavish-axi,前端框架,2812,2833,2026-05-11,开源Markdown项目,HTML is the new Markdown. Lavish is the new editor for your…
222,jakubkrehel/make-interfaces-feel-better,https://github.com/jakubkrehel/make-interfaces-feel-better,前端框架,2805,2924,2026-03-13,开源智能体项目,An 智能体 skill that helps make your interface feel better.
223,samber/cc-skills-golang,https://github.com/samber/cc-skills-golang,Coding Agent,2749,2975,2026-03-21,开源智能体项目,🧑‍🎨 A collection of Golang 智能体ic 技能 that works
224,sw33tLie/macshot,https://github.com/sw33tLie/macshot,开发工具,2712,2955,2026-03-11,开源文字识别项目,Feature-packed native macOS 截图 & 录制ing tool: annotate, auto-…
225,Pouzor/homelable,https://github.com/Pouzor/homelable,基础设施,2663,2922,2026-03-06,开源基础设施项目,Self-hosted homelab 基础设施 visualizer — interactive network di…
226,dwgx/WindsurfAPI,https://github.com/dwgx/WindsurfAPI,开发工具,2566,2940,2026-04-09,开源Claude Code项目,Turn Windsurf / Devin Desktop's 100+ AI 模型s (Claude, GPT, Ge…
227,signerlabs/ShipSwift,https://github.com/signerlabs/ShipSwift,前端框架,2566,2928,2025-12-15,开源界面项目,AI-native SwiftUI 组件 library with full-stack recipes — conne…
228,skyhook-io/radar,https://github.com/skyhook-io/radar,基础设施,2551,2971,2026-01-20,开源智能体项目,The missing open-source Kubernetes UI with a b界面lt-in MCP 服务…
229,qxcnm/Codex-Manager,https://github.com/qxcnm/Codex-Manager,Coding Agent,2513,2901,2026-01-30,开源Codex项目,一个Codex 命令行 账号管理与切换工具。为 Codex 命令行提供本地网关转发。
230,Hugo-Dz/spritefusion-pixel-snapper,https://github.com/Hugo-Dz/spritefusion-pixel-snapper,开发工具,2416,2983,2025-11-24,开源像素项目,A tool to snap 像素s to a perfect grid. Designed to fix messy…
231,Agentchengfeng/chengfeng-videocut-skills,https://github.com/Agentchengfeng/chengfeng-videocut-skills,音视频,2414,2875,2026-01-14,开源智能体项目,用 Claude Code Skills 做的视频剪辑 Agent
232,signerless/llm-checker,https://github.com/signerless/llm-checker,开发工具,2397,2901,2025-07-06,开源模型项目,Advanced CLI tool that scans your hardware and tells you exa…
233,Sumanth077/Hands-On-AI-Engineering,https://github.com/Sumanth077/Hands-On-AI-Engineering,开发工具,2342,2912,2025-02-24,开源智能体项目,A curated collection of practical AI projects implementing O…
234,microsoft/skills,https://github.com/microsoft/skills,Coding Agent,2324,2908,2026-01-16,开源智能体项目,Skills, MCP 服务s, Custom Agents, Agents.md for SDKs to ground…
235,claration/Impactor,https://github.com/claration/Impactor,开发工具,2315,2986,2025-10-17,开源工具项目,Cross-platform & feature rich iOS/iPadOS/tvOS sideloading ap…
236,dembrandt/dembrandt,https://github.com/dembrandt/dembrandt,前端框架,2312,2872,2025-11-22,开源设计体系项目,Extract any website’s 设计体系 into tokens in seconds: logo, col…
237,frknkrc44/HMA-OSS,https://github.com/frknkrc44/HMA-OSS,基础设施,2263,2860,2025-09-05,开源地理信息项目,A Zy地理信息k module to hide your app list, settings, package in…
238,mitsuhiko/agent-stuff,https://github.com/mitsuhiko/agent-stuff,Coding Agent,2228,2896,2025-11-02,开源智能体项目,These are commands I use with 智能体s, mostly Claude
239,googleanalytics/google-analytics-mcp,https://github.com/googleanalytics/google-analytics-mcp,开发工具,2189,2962,2025-07-16,开源工具项目,开源项目，详见仓库说明
240,kitlangton/Hex,https://github.com/kitlangton/Hex,音视频,2188,2844,2025-01-27,开源语音项目,VOICE → WORDS
241,huangxd-/danmu_api,https://github.com/huangxd-/danmu_api,音视频,2156,2971,2025-09-09,开源容器项目,一个人人都能部署的基于 js 的弹幕 API 服务器，支持爱优腾芒哔咪人韩巴狐乐西埋帆红弹幕直接获取，兼容弹弹play的…
242,Barre/ZeroFS,https://github.com/Barre/ZeroFS,基础设施,2133,2966,2025-07-14,开源文件系统项目,ZeroFS: A log-structured 文件系统 for S3.  ZeroFS serves S3-comp…
243,corbindavenport/just-the-browser,https://github.com/corbindavenport/just-the-browser,开发工具,2098,2911,2026-01-07,开源浏览器项目,Remove AI features, telemetry data reporting, sponsored cont…
244,KhazP/vibe-coding-prompt-template,https://github.com/KhazP/vibe-coding-prompt-template,Coding Agent,2033,2841,2025-04-14,开源工作流项目,Templates and 工作流 for generating PRDs, Tech Designs, and MVP…
