排名,项目,GitHub链接,赛道,近三月增长,当前star,创建时间,是什么,主要用途
150,permissionlesstech/bitchat,https://github.com/permissionlesstech/bitchat,基础设施,18658,36066,2025-07-04,基于蓝牙 Mesh 的离线去中心化即时通信,无网络无信号环境下的点对点抗审查加密聊天
151,alibaba/open-code-review,https://github.com/alibaba/open-code-review,Coding Agent,18268,21693,2026-05-18,阿里开源 AI 代码自动审查系统,在 PR 与 Commit 环节自动进行静态分析与架构合规评审
152,antirez/ds4,https://github.com/antirez/ds4,模型/推理,16874,21936,2026-05-06,Redis 作者开发的 DeepSeek 4 本地推理引擎,在 Metal/CUDA/CPU 上极速本地推理
153,AprilNEA/OpenLogi,https://github.com/AprilNEA/OpenLogi,开发工具,16649,17973,2026-05-24,罗技外设跨平台轻量开源驱动替代,Rust 编写的低资源消耗按键宏与平滑滚轮映射工具
154,langchain-ai/openwiki,https://github.com/langchain-ai/openwiki,Coding Agent,15887,15887,2026-06-22,基于 Agent 的代码库自动化文档维护 CLI,持续分析代码变更并自动更新项目架构 Wiki
155,PrimeIntellect-ai/prime-agent,https://github.com/PrimeIntellect-ai/prime-agent,Coding Agent,15122,19323,2026-05-08,基于强化学习自进化的编程 Agent,自主完成长周期复杂软件工程任务
156,img2threejs/img2threejs,https://github.com/img2threejs/img2threejs,多模态,14629,14629,2026-07-15,2D 图像一键转 Three.js 3D 场景工具,将平面概念设计稿快速重构为交互式 WebGL 3D 页面
157,Fei-Away/Codex-Dream-Skin,https://github.com/Fei-Away/Codex-Dream-Skin,Coding Agent,14227,14227,2026-07-15,Codex 终端美化与沉浸式主题皮肤,提供定制化配色与视觉布局，大幅提升终端开发愉悦感
158,LadybirdBrowser/ladybird,https://github.com/LadybirdBrowser/ladybird,前端框架,14169,65919,2024-05-30,全新独立自研内核开源网页浏览器,不依赖 Blink 或 WebKit 的纯开源跨平台浏览器
159,bilawalsidhu/gods-eye-view,https://github.com/bilawalsidhu/gods-eye-view,多模态,14046,14046,2026-06-22,浏览器端 3D 卫星数字孪生地球,交互式探索全球高精度地理空间数据
160,vorssaintapp/vorssaint-utils,https://github.com/vorssaintapp/vorssaint-utils,开发工具,13967,13967,2026-06-12,开源 macOS 状态栏增强工具箱,系统监控与常用效率快捷工具
161,awesome-dsh-plugin/awesome-dsh-plugin,https://github.com/awesome-dsh-plugin/awesome-dsh-plugin,开发工具,13781,13781,2026-08-13,DeepSeek Harness 官方与精选插件合集,覆盖搜索、编码、数据分析等多领域的 DSH 扩展生态
162,XiaomiMiMo/MiMo-Code,https://github.com/XiaomiMiMo/MiMo-Code,Coding Agent,12908,12908,2026-06-10,小米自进化多模态编程 Agent 框架,模型能力与 Agent 架构协同进化的现代编程引擎
163,lidge-jun/opencodex,https://github.com/lidge-jun/opencodex,Coding Agent,12656,12656,2026-06-18,通用 LLM 代理接入 Codex/Claude 协议网关,让任意开源模型无缝兼容 Codex 与 Claude Code 命令行
164,ByteByteGoHq/system-design-101,https://github.com/ByteByteGoHq/system-design-101,开发工具,12206,87741,2023-09-18,图解分布式大型系统架构精选指南,用生动直观的架构图讲透高并发与分布式核心原理
165,zhishile/codex-auth-helper,https://github.com/zhishile/codex-auth-helper,Coding Agent,10765,10765,2026-06-02,Codex 跨设备会话与登录状态导出工具,一键提取已授权会话生成配置文件，简化多机同步流程
166,cobusgreyling/loop-engineering,https://github.com/cobusgreyling/loop-engineering,Coding Agent,10757,10757,2026-06-09,面向 Agentic 工作流的循环工程指南,系统阐述以闭环反馈驱动 Agent 持续改进的工程方法
167,XxHuberrr/Mineradio,https://github.com/XxHuberrr/Mineradio,音视频,10383,10383,2026-06-02,沉浸式歌词视觉与粒子舞台音乐播放器,结合电影级运镜与粒子特效的跨平台现代化播放器
168,openai/codex-security,https://github.com/openai/codex-security,Coding Agent,10288,10288,2026-07-13,OpenAI 自动化安全漏洞扫描与修复 CLI,自主发现代码中的安全弱点并验证自动生成的修复补丁
169,FlashML-org/FreeToken,https://github.com/FlashML-org/FreeToken,模型/推理,10276,10276,2026-07-20,轻量级本地大模型服务引擎,单机运行数据中心级模型推理与吞吐
170,RVC-Boss/GPT-SoVITS,https://github.com/RVC-Boss/GPT-SoVITS,音视频,10193,61367,2024-01-14,少样本高保真语音克隆与 TTS 系统,仅需 5 秒语音样本即可实现跨语种零样本音色克隆
171,makerspet/oomwoo,https://github.com/makerspet/oomwoo,机器人,9933,9933,2026-06-10,完全开源自托管扫地机器人系统,提供全套硬件图纸、固件与 SLAM 室内自主建图导航方案
172,dockur/windows,https://github.com/dockur/windows,基础设施,9842,53093,2024-01-14,在 Docker 容器中直接运行 Windows,在 Linux 服务器中轻量化容器化运行全功能 Windows 系统
173,Yu9191/wloc,https://github.com/Yu9191/wloc,开发工具,9835,9835,2026-06-24,Apple 设备网络定位修改与模拟工具,免越狱一键修改与恢复 iOS/macOS 虚拟定位坐标
174,helloianneo/ian-xiaohei-illustrations,https://github.com/helloianneo/ian-xiaohei-illustrations,多模态,9207,10688,2026-05-27,小黑怪诞手绘插画生成 Agent 技能,为技术文章与设计配图生成极具辨识度的手绘插画
175,pathwaycom/arc-task-gen,https://github.com/pathwaycom/arc-task-gen,模型/推理,9075,9075,2026-08-04,ARC-AGI 任务自动生成与评测工具,评估前沿模型通用推理与泛化能力
176,shadcn/improve,https://github.com/shadcn/improve,Coding Agent,9034,9034,2026-06-10,强弱模型分工协作的代码审计重构工具,由高智力模型做架构审计规划，弱模型负责具体代码落地
177,oso95/scroll-world,https://github.com/oso95/scroll-world,前端框架,8829,8829,2026-07-06,滚动驱动 3D 品牌展示落地页生成器,将平面品牌故事转化为可跟随滚动的沉浸式 3D 空间
178,MoonshotAI/Kimi-K3,https://github.com/MoonshotAI/Kimi-K3,模型/推理,8669,8669,2026-07-27,月之暗面 Kimi K3 前沿开源大模型,具备超长上下文理解与深度复杂逻辑推理能力
179,StarTrail-org/PixelRAG,https://github.com/StarTrail-org/PixelRAG,多模态,8320,9806,2026-05-29,原生像素级视觉检索增强生成引擎,无需繁琐 OCR 直接对图像与排版进行端到端视觉语义检索
180,open-gsd/gsd-core,https://github.com/open-gsd/gsd-core,Coding Agent,7635,8931,2026-05-22,Git-Ship-Done 敏捷交付流水线核心库,将 AI 编程从代码生成到测试发布全链路串联
181,simonlin1212/a-stock-data,https://github.com/simonlin1212/a-stock-data,数据库,7541,9384,2026-05-11,A股全栈开源量化数据工具包,为 AI 投研与量化交易提供零鉴权数据源
182,MiniMax-AI/MiniMax-H3,https://github.com/MiniMax-AI/MiniMax-H3,模型/推理,7535,7535,2026-07-30,MiniMax 混合推理架构开源大模型,在大规模多轮对话与逻辑推理中展现极高连贯性
183,astrid-runtime/book,https://github.com/astrid-runtime/book,基础设施,7466,7466,2026-06-06,Astrid 安全操作系统内核与架构规范,详细阐述现代微内核、IPC 机制与安全边界的权威规范
184,astrid-runtime/handbook,https://github.com/astrid-runtime/handbook,开发工具,7407,7407,2026-06-06,Astrid 贡献者与开发者协作手册,为大型开源系统工程提供清晰规范的提交流程指导
185,EpicGames/lore,https://github.com/EpicGames/lore,开发工具,7211,8518,2026-05-21,Epic 开源面向大仓与游戏资产的版本控制,专为巨型工程、3D 资产与海量二进制文件优化的现代 VCS
186,deepseek-ai/DeepSeek-V3,https://github.com/deepseek-ai/DeepSeek-V3,模型/推理,7140,104440,2024-12-26,DeepSeek 开源 671B MoE 旗舰大模型,极具性价比的前沿开源通用大语言模型
187,laoma2053/awesome-zhuiju-free,https://github.com/laoma2053/awesome-zhuiju-free,开发工具,7075,7075,2026-06-05,精选免费高质量影视与动漫资源索引,人工维护的高速网盘、字幕组与在线观影权威清单
188,MDX-Tom/gpt-5.6-instruct,https://github.com/MDX-Tom/gpt-5.6-instruct,Coding Agent,7071,7071,2026-07-11,针对前沿模型的安全边界与提示词测试集,全面评估新一代大语言模型在极限工况下的遵循能力
189,deepseek-ai/DeepSpec,https://github.com/deepseek-ai/DeepSpec,模型/推理,7057,7057,2026-06-26,深度投机解码加速训练与评测代码库,开源高效投机解码算法，成倍提升 LLM 推理吞吐
190,chuspeeism/dashi-ppt-skill,https://github.com/chuspeeism/dashi-ppt-skill,前端框架,7017,7017,2026-06-10,浏览器可在线编辑的 PPT 幻灯片生成技能,让 AI 输出排版专业、支持二次拖拽编辑的演示文稿
191,yjh051108/dsh-routing-suite,https://github.com/yjh051108/dsh-routing-suite,开发工具,6982,6982,2026-08-14,DeepSeek Harness 路由与注入套件,统一管理与分发 DSH 插件流量
192,nexu-io/html-anything,https://github.com/nexu-io/html-anything,前端框架,6891,8575,2026-05-11,Agent 驱动的原生 HTML 可视化编辑器,让本地 AI 智能体实时编写与预览网页
193,FareedKhan-dev/kimi-k3-in-c,https://github.com/FareedKhan-dev/kimi-k3-in-c,模型/推理,6869,6869,2026-08-01,纯 C 语言无依赖运行 Kimi K3 推理引擎,在普通 PC 上单机以低内存占用推理超大规模参数模型
194,abi/screenshot-to-code,https://github.com/abi/screenshot-to-code,前端框架,6864,76512,2023-11-14,截图与设计稿一键转前端代码工具,将 UI 截图快速重构为清晰干净的 Tailwind/React 组件
195,Vincentwei1021/video-shotcraft,https://github.com/Vincentwei1021/video-shotcraft,音视频,6831,6831,2026-07-19,电影级运镜与分镜视频生成 Agent 技能,为 AI 编程助手赋予专业影视分镜与视频运镜规划能力
196,LiamGvchi/gc-minimal-zine-poster,https://github.com/LiamGvchi/gc-minimal-zine-poster,多模态,6781,6781,2026-07-12,安静极简社论风格海报生成技能,输出具备克制留白与高级排版美感的现代 Zine 海报
197,bashalarmistalt/decimen-optical-transfer,https://github.com/bashalarmistalt/decimen-optical-transfer,开发工具,6612,6612,2026-07-30,高带宽屏幕-摄像头光学无网数据传输工具,通过动态高密度视觉条码在物理隔离设备间快速传文件
198,zhu1090093659/dsh-web,https://github.com/zhu1090093659/dsh-web,开发工具,6544,6544,2026-08-12,DeepSeek Harness 网页插件聚合生态,在线探索、配置与运行 DSH 插件
199,drumih/turbo-fieldfare,https://github.com/drumih/turbo-fieldfare,模型/推理,6515,6515,2026-07-17,Apple Silicon 极致优化的轻量推理引擎,在 2GB 内存的普通 Mac 上流畅运行 Gemma 4 等模型
200,petergyang/no-ai-slop,https://github.com/petergyang/no-ai-slop,开发工具,6507,6507,2026-07-07,消除 AI 废话与工业模板味的写作技能,识别并剔除 20+ 种典型 AI 机械套话，重塑真实人类文风
201,arvids-unavailable/openGym,https://github.com/arvids-unavailable/openGym,基础设施,6339,6339,2026-08-03,开源云原生与系统基础设施,https://github.com/DuarteSantos8/openGym
202,anthropics/defending-code-reference-harness,https://github.com/anthropics/defending-code-reference-harness,Coding Agent,6268,7390,2026-05-22,自动化软件安全防御与补丁修复 Harness,自动化进行威胁建模、代码静态扫描与漏洞修复闭环
203,teamchong/pxpipe,https://github.com/teamchong/pxpipe,Coding Agent,6198,7306,2026-05-20,基于图像渲染的超长上下文压缩利器,将长文本排版渲染为图像输入，成倍节省 Token 消耗
204,MoonshotAI/kimi-code,https://github.com/MoonshotAI/kimi-code,Coding Agent,6108,7170,2026-05-22,月之暗面 Kimi Code 终端编程工具,面向中文开发者优化的智能命令行编码辅助助手
205,opengeos/GeoLibre,https://github.com/opengeos/GeoLibre,数据库,5970,6938,2026-05-27,云原生开源地理空间数据分析平台,提供交互式地图渲染、遥感影像分析与空间数据可视化
206,zhongerxin/Cowart,https://github.com/zhongerxin/Cowart,开发工具,5745,5745,2026-06-18,跨平台多格式美术与素材智能整理工具,为插画师与设计师提供一键打标、归档与素材索引
207,op7418/guizang-social-card-skill,https://github.com/op7418/guizang-social-card-skill,多模态,5734,6725,2026-05-27,社交媒体高美感图文排版生成技能,一键生成小红书/即刻风格的精美图文轮播与卡片封面
208,baairon/torlink,https://github.com/baairon/torlink,开发工具,5485,5485,2026-06-25,极简现代化轻量 BT 磁力搜索与下载客户端,开箱即用，界面现代流畅的本地资源获取工具
209,oomol-lab/open-connector,https://github.com/oomol-lab/open-connector,基础设施,5444,5444,2026-06-29,连接 1000+ SaaS 服务的开源鉴权网关,为 AI 智能体提供统一、合规的第三方平台 API 授权与调用
210,zgwl/chinese-buy-us-stock-guide,https://github.com/zgwl/chinese-buy-us-stock-guide,开发工具,5428,6408,2026-05-30,华人美股与海外投资全流程实战指南,涵盖账户开立、外汇合规、标的研究与期权风控体系
211,diffusionstudio/lottie,https://github.com/diffusionstudio/lottie,前端框架,5360,5360,2026-06-04,Agent 驱动的生产级 Lottie 动画生成库,让 Claude Code 等智能体直接输出流畅的矢量动效代码
212,trailhq/Graft,https://github.com/trailhq/Graft,Coding Agent,5186,5186,2026-07-03,主流编程 Agent 本地上下文加速引擎,为 Claude Code/Codex 等注入代码图谱
213,ZzzLc0405/photo-abstract-editorial,https://github.com/ZzzLc0405/photo-abstract-editorial,多模态,5139,5139,2026-08-04,抽象社论摄影质感配图生成技能,为深度文章生成具备高审美与艺术质感的抽象视觉配图
214,internet-court/internet-court-skill,https://github.com/internet-court/internet-court-skill,Coding Agent,5112,5112,2026-06-16,开源 AI 编程辅助工具,"The trust layer for agent-to-agent commerce — natural-language mandates, ERC-..."
215,LaoFeng-mouse/flyingmouse-format,https://github.com/LaoFeng-mouse/flyingmouse-format,开发工具,5060,5060,2026-08-06,Windows 免安装本地多媒体与文件格式转换器,内置 FFmpeg，无需联网即可极速批量转换音视频格式
216,WenyuChiou/awesome-agentic-ai-zh,https://github.com/WenyuChiou/awesome-agentic-ai-zh,Coding Agent,4947,6541,2026-05-04,开源 AI 编程辅助工具,A trilingual (繁中 / English / 简中) learning roadmap for agentic AI: from LLM ba...
217,deepseek-ai/DeepSeek-R1,https://github.com/deepseek-ai/DeepSeek-R1,模型/推理,4913,92038,2025-01-20,DeepSeek 开源强化学习推理大模型,开创开源推理模型新标杆，数学与代码能力卓越
218,MengTo/threeui,https://github.com/MengTo/threeui,前端框架,4707,4707,2026-08-21,开源前端 UI 与交互设计项目,Open-source ThreeUI Community catalog with live interactive components and co...
219,vercel-labs/scriptc,https://github.com/vercel-labs/scriptc,开发工具,4696,4696,2026-07-22,TypeScript 直接编译为原生机器码编译器,大幅提升脚本执行性能并支持脱离 Node 环境独立运行
220,jakubkrehel/skills,https://github.com/jakubkrehel/skills,前端框架,4643,4643,2026-07-10,打造卓越用户界面的 Agent 设计技能库,指导智能体构建符合人机工效学的现代化交互界面
221,s1dashu/ip-as-logo-skill,https://github.com/s1dashu/ip-as-logo-skill,Coding Agent,4636,4636,2026-08-18,开源 AI 编程辅助工具,"A compact Agent Skill for highly simplified, rounded, subtly neo-skeuomorphic..."
222,Zeejay0/gathered-scenes-zine-skill,https://github.com/Zeejay0/gathered-scenes-zine-skill,多模态,4624,4624,2026-08-01,场景采风排版与复古 Zine 杂志生成技能,将散落图片与文字排版为极具独立杂志美感的视觉篇章
223,nyblnet/bento,https://github.com/nyblnet/bento,开发工具,4613,4613,2026-07-17,装在一个文件里的极简轻量离线办公套件,无需安装，单 HTML 文件实现文字、表格与演示编辑
224,huangruiteng/loopx,https://github.com/huangruiteng/loopx,Coding Agent,4579,5328,2026-05-31,面向长周期任务的持久化 Agent 控制面,提供任务状态持久化、异常恢复与多阶段执行治理
225,xdash/FDE-the-Guidance-Book-of-Forward-Deployed-Engineer,https://github.com/xdash/FDE-the-Guidance-Book-of-Forward-Deployed-Engineer,开发工具,4451,4451,2026-07-30,前沿部署工程师（FDE）体系化实战指南,拆解 AI 时代技术交付与业务增长落地的核心技能矩阵
226,DavidHDev/canvas-ui,https://github.com/DavidHDev/canvas-ui,前端框架,4392,4392,2026-07-16,创意 Canvas 动效与 WebGL 交互组件库,为 React 与现代网页注入高表现力的视觉流体交互
227,Waishnav/devspace,https://github.com/Waishnav/devspace,Coding Agent,4324,4324,2026-06-14,在网页端模拟运行 Claude Code 与 Codex 环境,让普通网页会话体验终端 Agent 的上下文感知与编码能力
228,bikini/exploitarium,https://github.com/bikini/exploitarium,开发工具,4251,4251,2026-06-23,开源漏洞验证代码与 PoC 精选知识库,聚合公开漏洞复现代码，辅助安全团队进行防御验证
229,perplexityai/bumblebee,https://github.com/perplexityai/bumblebee,开发工具,4215,4982,2026-05-20,轻量级只读本地依赖与扩展安全扫描器,快速排查本地工程与扩展包中的潜在安全隐患与后门
230,slvDev/esp32-ai,https://github.com/slvDev/esp32-ai,机器人,4213,4213,2026-07-23,ESP32 嵌入式离线语音与微型 AI 方案,在低成本单片机上实现离线语音唤醒与边缘智能控制
231,Jia-Ethan/codex-keysmith,https://github.com/Jia-Ethan/codex-keysmith,Coding Agent,4190,4190,2026-06-28,Codex 指令与 Prompt 版本化部署工具,支持指令热预览、权限控制与多环境平滑发布
232,HEJustinSun/my-girlfriend-jingtian-latex,https://github.com/HEJustinSun/my-girlfriend-jingtian-latex,开发工具,4166,4166,2026-08-27,开源开发者效率与辅助工具,提升软件开发、测试与自动化效率
233,nubjs/nub,https://github.com/nubjs/nub,开发工具,4165,4165,2026-06-03,全能极速现代化 Node.js 基础开发工具箱,整合常用工具函数与异步流程，大幅简化后端开发
234,withmarbleapp/os-taxonomy,https://github.com/withmarbleapp/os-taxonomy,开发工具,4151,4151,2026-07-08,操作系统与应用生态结构化分类知识库,为系统开发者提供清晰的跨平台架构与功能分类参考
235,BuilderIO/skills,https://github.com/BuilderIO/skills,Coding Agent,4132,4132,2026-06-10,Builder.io 官方出品编程 Agent 技能集,为 AI 编码助手注入组件化最佳实践与全栈架构规范
236,maybe-finance/maybe,https://github.com/maybe-finance/maybe,开发工具,3983,54313,2024-01-01,现代极简开源个人财务与资产看板,完全自托管、隐私安全的个人净资产与现金流管理平台
237,digimata/quill,https://github.com/digimata/quill,音视频,3882,3882,2026-07-24,macOS 极简原生录音与实时 AI 转录工具,纯净无干扰的高保真语音录制与离线转文字应用
238,arvin341az-glitch/RVG,https://github.com/arvin341az-glitch/RVG,前端框架,3872,3872,2026-06-12,开源前端 UI 与交互设计项目,"Multi-protocol proxy management panel built with Python & FastAPI, deployable..."
239,nexu-io/html-video,https://github.com/nexu-io/html-video,音视频,3809,4484,2026-05-27,在本地用 HTML/CSS 声明式渲染视频,让前端工程师与 AI Agent 像写网页一样编程生成视频
240,inkeep/open-knowledge,https://github.com/inkeep/open-knowledge,开发工具,3778,3778,2026-06-03,AI 原生现代化 Markdown 知识库与 IDE,深度集成 LLM 辅助整理、关联与检索个人与团队文档
241,mekos2772/ios-location-spoofer,https://github.com/mekos2772/ios-location-spoofer,开发工具,3742,3742,2026-06-30,免越狱 iOS 独立虚拟定位修改工具,简单直观设置并模拟各类运动轨迹与地理坐标
242,microsoft/skill-recorder,https://github.com/microsoft/skill-recorder,Coding Agent,3705,3705,2026-07-29,开源 AI 编程辅助工具,Desktop app that records your on-screen work session and uses the GitHub Copi...
243,JimLiu/baoyu-design,https://github.com/JimLiu/baoyu-design,前端框架,3653,3653,2026-06-07,在本地离线运行 Claude Design 技能,将前沿 UI/UX 设计能力无缝接入本地开发环境
244,pollen-robotics/microduck,https://github.com/pollen-robotics/microduck,机器人,3649,3649,2026-07-29,开源机器人与嵌入式硬件项目,A Tiny biped duck robot 🦆
245,CopilotKit/OpenBot,https://github.com/CopilotKit/OpenBot,Coding Agent,3566,3566,2026-08-17,开源 AI 编程辅助工具,"Open-source AI coworkers that each get a computer of their own: a browser, fi..."
246,bryanthaboi/gen1recomp,https://github.com/bryanthaboi/gen1recomp,开发工具,3465,3465,2026-07-18,开源开发者效率与辅助工具,Gen1Recomp - A native Lua / LÖVE2D recreation of Gen 1 Poke
247,b-nnett/grok-bot-0.18-reconstructed,https://github.com/b-nnett/grok-bot-0.18-reconstructed,基础设施,3458,3458,2026-08-23,开源云原生与系统基础设施,Unofficial source-oriented reconstruction and extension of Grok Bot 0.18.0 fo...
248,UditAkhourii/adhd,https://github.com/UditAkhourii/adhd,Coding Agent,3440,4003,2026-05-25,思维树剪枝防冗余 Agent 编程技能,通过动态树搜索与早期剪枝避免智能体陷入死循环
249,isjiamu/gzh-design-skill,https://github.com/isjiamu/gzh-design-skill,Coding Agent,3421,3421,2026-07-01,开源 AI 编程辅助工具,把 Markdown 一键排成可直接粘进公众号编辑器的精致 HTML —— 6 套精选主题 + 主题生成器 + 双关卡校验。An AI-agent ski...
250,xuchonglang/investing-for-beginners,https://github.com/xuchonglang/investing-for-beginners,开发工具,3378,3378,2026-07-03,小隐寺投资百科官方公开索引,系统梳理美股、期权与宏观投资的基础知识框架
251,zarazhangrui/beautiful-html-templates,https://github.com/zarazhangrui/beautiful-html-templates,Coding Agent,3371,4420,2026-05-05,开源 AI 编程辅助工具,A library of HTML slide templates designed so any coding agent can pick the r...
252,tamnd/kage,https://github.com/tamnd/kage,开发工具,3348,3348,2026-06-14,网页离线镜像与快照深度归档工具,完整保留网页交互与样式，生成便于永久保存的离线副本
253,mshumer/Claude-of-Duty,https://github.com/mshumer/Claude-of-Duty,前端框架,3334,3334,2026-07-25,开源前端 UI 与交互设计项目,"A Call of Duty-quality FPS in Three.js, built from a single prompt."
254,yetone/cumora,https://github.com/yetone/cumora,Coding Agent,3324,3324,2026-08-17,开源 AI 编程辅助工具,Where agent teams gather. Cross-platform team chat where AI agents are first-...
255,Hypostasis-Cat/HypoMux,https://github.com/Hypostasis-Cat/HypoMux,前端框架,3296,3296,2026-06-11,开源前端 UI 与交互设计项目,CN Windows 多网卡带宽叠加工具。无需复杂配置，一键聚合多网卡（有线、Wi-Fi网卡、手机热点等），实现物理级多线下载与叠加网速。 EN Wind...
256,bozhouDev/codex-orange-book,https://github.com/bozhouDev/codex-orange-book,Coding Agent,3291,3291,2026-06-23,Codex 从入门到实战全链路开源橙皮书,详尽讲解 Codex 安装配置、技巧与企业级落地案例
257,cpaczek/skylight,https://github.com/cpaczek/skylight,前端框架,3228,3228,2026-06-02,开源前端 UI 与交互设计项目,"Project the aircraft passing overhead onto your ceiling in real time, from an..."
258,spinabot/brigade,https://github.com/spinabot/brigade,Coding Agent,3212,3212,2026-06-19,开源 AI 编程辅助工具,"Brigade — Your personal intelligence, built enterprise-grade"
259,FoundZiGu/GuJumpgate,https://github.com/FoundZiGu/GuJumpgate,开发工具,3121,3923,2026-05-19,多云与混合节点流量智能中继工具,低延迟调度与跨网络环境的穿透中继方案
260,Gloridust/WechatOnCloud,https://github.com/Gloridust/WechatOnCloud,开发工具,3119,3684,2026-05-29,云端部署与微信消息自动同步桥接服务,在云端安全托管与转发多端即时通讯消息
261,Forward-Future/loopy,https://github.com/Forward-Future/loopy,Coding Agent,3079,3079,2026-06-12,开源 AI 编程辅助工具,"A library of practical AI-agent loops and an installable skill for finding, a..."
262,fuxicodex/Fuxi,https://github.com/fuxicodex/Fuxi,Coding Agent,3046,3046,2026-08-04,开源 AI 编程辅助工具,"FuXi is a fast, self-contained AI coding agent that lives in your terminal — ..."
263,TestSprite/testsprite-cli,https://github.com/TestSprite/testsprite-cli,开发工具,3038,3038,2026-06-11,开源开发者效率与辅助工具,Official TestSprite CLI — AI-powered automated testing from your terminal
264,Tiger3807861189/J-Space-Cognition-Suite-V3.7,https://github.com/Tiger3807861189/J-Space-Cognition-Suite-V3.7,Coding Agent,3009,3009,2026-07-22,开源 AI 编程辅助工具,J-Space Cognition Suite V3.7 - AI cognitive-enhancement Skills based on Anthr...
