排名,项目,GitHub链接,赛道,近三月增长,当前star,创建时间,是什么,主要用途
131,clash-verge-rev/clash-verge-rev,https://github.com/clash-verge-rev/clash-verge-rev,前端框架,4563,145733,2023-11-21,开源前端框架、UI 或交互工具,一个基于Tauri的现代GUI客户端，设计在Windows，macOS和Linux中运行，用于定制。
132,Jia-Ethan/codex-keysmith,https://github.com/Jia-Ethan/codex-keysmith,Coding Agent,4551,4551,2026-06-28,开源 AI 编程 Agent / 编程辅助工具,版本的 Codex 指令部署，包含预览，所有权清单，钩位隔离，sce。。。
133,nexu-io/open-design,https://github.com/nexu-io/open-design,Coding Agent,4517,97298,2026-04-28,开源 AI 编程 Agent / 编程辅助工具,[永久失效連結] [永久失效連結] [永久失效連結] [永久失效連結] [永久失效連結] (简体中文)。开源克洛德设计替代。本地风。。。
134,withmarbleapp/os-taxonomy,https://github.com/withmarbleapp/os-taxonomy,开发工具,4504,4504,2026-07-08,开源开发者工具与效率项目,详见 GitHub 官方仓库说明。
135,crmne/fastpotify,https://github.com/crmne/spotifast,音视频,4466,4466,2026-08-27,开源音视频、语音或多媒体工具,分明，本土而快。一个轻量级的Rust应用 为你整个图书馆，本地播放，一个。。。
136,crmne/spotifast,https://github.com/crmne/spotifast,音视频,4466,4466,2026-08-27,开源音视频、语音或多媒体工具,分明，本土而快。一个轻量级的Rust应用 为你整个图书馆，本地播放，一个。。。
137,asgeirtj/system_prompts_leaks,https://github.com/asgeirtj/system_prompts_leaks,Coding Agent,4440,67877,2025-05-03,开源 AI 编程 Agent / 编程辅助工具,开源 AI 编程 Agent / 编程辅助工具，具体主要用途请以项目官方仓库说明为准。
138,slvDev/esp32-ai,https://github.com/slvDev/esp32-ai,开发工具,4376,4376,2026-07-23,开源开发者工具与效率项目,详见 GitHub 官方仓库说明。
139,dsh-market/dsh-market,https://github.com/dsh-market/dsh-market,开发工具,4262,4262,2026-08-14,开源开发者工具与效率项目,DeepSeek Harness内部的插件市场——浏览，搜索，一击安装 ^ DSH →。
140,mekos2772/ios-location-spoofer,https://github.com/mekos2772/ios-location-spoofer,开发工具,4225,4225,2026-06-30,开源开发者工具与效率项目,独立iOS应用程序在没有越狱的情况下 搜索GPS的位置 包括Shadowrocket/Surge/Loon/。
141,HEJustinSun/my-girlfriend-jingtian-latex,https://github.com/HEJustinSun/my-girlfriend-jingtian-latex,开发工具,4211,4211,2026-08-27,开源开发者工具与效率项目,详见 GitHub 官方仓库说明。
142,DigitalPlatDev/FreeDomain,https://github.com/DigitalPlatDev/FreeDomain,基础设施,4170,200378,2024-05-30,开源云原生、运行时或系统基础设施,免费域名注册和实用的DNS学习资源面向每个人。
143,anthropics/claude-code,https://github.com/anthropics/claude-code,Coding Agent,4130,147113,2025-02-22,开源 AI 编程 Agent / 编程辅助工具,Claude Code是一个代理编码工具 它住在你的终端 理解你的代码库。。。
144,NandhaKishorM/laya,https://github.com/NandhaKishorM/laya,开发工具,4056,4056,2026-09-18,开源开发者工具与效率项目,详见 GitHub 官方仓库说明。
145,microsoft/skill-recorder,https://github.com/microsoft/skill-recorder,Coding Agent,4034,4034,2026-07-29,开源 AI 编程 Agent / 编程辅助工具,用于记录您在屏幕上的工作会话并使用 GitHub 副驾驶 CLI 进行侦察的桌面应用程序。。。
146,digimata/quill,https://github.com/digimata/quill,前端框架,3902,3902,2026-07-24,开源前端框架、UI 或交互工具,超minimalist macOS录制+转录。
147,farion1231/cc-switch,https://github.com/farion1231/cc-switch,Coding Agent,3892,133830,2025-08-04,开源 AI 编程 Agent / 编程辅助工具,Claude Code，Codex，OpenCode，OpenClaw，Gro 的跨平台桌面全能助手。。。
148,yetone/cumora,https://github.com/yetone/cumora,Coding Agent,3807,3807,2026-08-17,开源 AI 编程 Agent / 编程辅助工具,特工团队聚集的地方 跨平台团队聊天 AI代理是一等队友。。
149,isjiamu/gzh-design-skill,https://github.com/isjiamu/gzh-design-skill,Coding Agent,3768,3768,2026-07-01,开源 AI 编程 Agent / 编程辅助工具,把 Markdown 一键排成可直接粘进公众号编辑器的精致 HTML —— 6 套精选主题 + 主题生成器 + 双关卡校验。An AI-agent skill that turns Ma。。。
150,duolahypercho/codex-router,https://github.com/duolahypercho/codex-router,Coding Agent,3763,3763,2026-07-19,开源 AI 编程 Agent / 编程辅助工具,Codex的外型路由器 有导引出Kimi OAuth/API，DeepSeek，安全迁移，和rol。。。
151,ashemag/human-atlas,https://github.com/ashemag/human-atlas,多模态,3708,3708,2026-09-05,开源多模态、图像或视觉项目,开源三维解剖探险:2，234个可选取的机体部分3D meshes，系统层，搜索，。
152,bryanthaboi/gen1recomp,https://github.com/bryanthaboi/gen1recomp,开发工具,3708,3708,2026-07-18,开源开发者工具与效率项目,开源开发者工具与效率项目，具体主要用途请以项目官方仓库说明为准。
153,garrytan/gstack,https://github.com/garrytan/gstack,开发工具,3664,133795,2026-03-11,开源开发者工具与效率项目,使用Garry Tan精确的克洛德代码设置:23个有观点的工具，出任CEO，设计师，En。
154,robbietilton/Compositor,https://github.com/robbietilton/Compositor,开发工具,3664,3664,2026-09-16,开源开发者工具与效率项目,Mac 的 Photoshop 选项。
155,eternityspring/shuohao-skills,https://github.com/eternityspring/shuohao-skills,Coding Agent,3643,3643,2026-08-06,开源 AI 编程 Agent / 编程辅助工具,AI 短剧制作的 skill 集合：拆角色、排大纲、出场景与道具设定、写剧本、切分镜 | Agent skills for AI short-drama production — cha。。。
156,sdli1995/dlssg_for_sm86,https://github.com/sdli1995/dlssg_for_sm86,开发工具,3642,3642,2026-09-07,开源开发者工具与效率项目,以下是 RTX30 系列 GPU 的 dlssg。
157,AprilNEA/OpenLogi,https://github.com/AprilNEA/OpenLogi,前端框架,3589,21747,2026-05-24,开源前端框架、UI 或交互工具,开源前端框架、UI 或交互工具，具体主要用途请以项目官方仓库说明为准。
158,xuchonglang/investing-for-beginners,https://github.com/xuchonglang/investing-for-beginners,开发工具,3571,3571,2026-07-03,开源开发者工具与效率项目,美股、期权与加密货币知识框架。
159,yynxxxxx/Codex-X,https://github.com/yynxxxxx/Codex-X,Coding Agent,3554,3554,2026-07-04,开源 AI 编程 Agent / 编程辅助工具,OpenAI Codex 桌面端/CLI 的可视化管理工具，具有Provider/API 切换、会话同步、提示词注入、Skills/MCP 管理、TOML 配置可视化的跨平台工具。
160,rtk-ai/rtk,https://github.com/rtk-ai/rtk,Coding Agent,3520,81153,2026-01-22,开源 AI 编程 Agent / 编程辅助工具,在常见的dev命令上将LLM令牌消耗减少60-90%的CLI代理。单红发。。。
161,Leonxlnx/unlazy,https://github.com/Leonxlnx/unlazy,Coding Agent,3485,3485,2026-08-09,开源 AI 编程 Agent / 编程辅助工具,AI特工的反懒行技能。核心:深度树法，将任务分出一个N层。
162,unclecode/crawl4ai,https://github.com/unclecode/crawl4ai,模型/推理,3466,83975,2024-05-09,开源大模型、训练或推理项目,开源大模型、训练或推理项目，具体主要用途请以项目官方仓库说明为准。
163,wide-trace/open-higgsfield,https://github.com/wide-trace/open-higgsfield,模型/推理,3445,3445,2026-08-26,开源大模型、训练或推理项目,一个图像和视频生成工作室——一个即时栏，每个模型自己的设置，以及永远。。。
164,mshumer/Claude-of-Duty,https://github.com/mshumer/Claude-of-Duty,前端框架,3429,3429,2026-07-25,开源前端框架、UI 或交互工具,"3.js的 "" 义务质量FPS呼吁 ""，由单一的提示建立。"
165,geeklee/srt-whiteboard-animation,https://github.com/geeklee/srt-whiteboard-animation,开发工具,3390,3390,2026-07-27,开源开发者工具与效率项目,将 SRT 字幕做成暖米黄纸张底的流式笔迹白板手绘动画 skill：mask 分区遮罩编排 + stream 连续笔迹（ink→color）。
166,fuxicodex/Fuxi,https://github.com/fuxicodex/Fuxi,Coding Agent,3352,3352,2026-08-04,开源 AI 编程 Agent / 编程辅助工具,Fuxi是一个快活自成一体的AI编码代理，住在你的终端——编辑代码，运行c。
167,thebuggeddev/anatomy,https://github.com/thebuggeddev/anatomy,多模态,3309,3309,2026-08-02,开源多模态、图像或视觉项目,使用相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通。
168,zhaoxuya520/reverse-skill,https://github.com/zhaoxuya520/reverse-skill,开发工具,3308,36693,2026-05-13,开源开发者工具与效率项目,逆向工程 / 授权穿透测试 / 安全研究 技能路由器 Pack AI。。。
169,miqdadbadjuber/anti-slop,https://github.com/miqdadbadjuber/anti-slop,Coding Agent,3268,3268,2026-08-07,开源 AI 编程 Agent / 编程辅助工具,一个AI编码代理过滤出通用AI生成的UI设计，文本和代码的规则。
170,hydra-db/hydradb,https://github.com/hydra-db/hydradb,数据库,3189,3189,2026-07-03,开源数据库、检索或数据基础设施,HydraDB - 对象存储的快图数据库。
171,milind-soni/OpenMausBot,https://github.com/milind-soni/OpenMausBot,开发工具,3187,3187,2026-08-11,开源开发者工具与效率项目,Grok Bot 的开源替代品，带有一个 bots 可使用的虚拟机。
172,arnegiacomo/fugleramme,https://github.com/arnegiacomo/fugleramme,音视频,3179,3179,2026-07-08,开源音视频、语音或多媒体工具,Raspberry Pi的E-ink鸟框——通过音频实时鸟类探测，完全本地AI，渲染。
173,ruvnet/ruflo,https://github.com/ruvnet/ruflo,Coding Agent,3173,72935,2025-06-02,开源 AI 编程 Agent / 编程辅助工具,开源 AI 编程 Agent / 编程辅助工具，具体主要用途请以项目官方仓库说明为准。
174,chuspeeism/dashi-taskboard,https://github.com/chuspeeism/dashi-taskboard,Coding Agent,3166,3166,2026-07-24,开源 AI 编程 Agent / 编程辅助工具,现代化可灵活嵌入的任务面板，支持 Codex、DeepSeek Harness。
175,zenbu-labs/terminal-browser,https://github.com/zenbu-labs/terminal-browser,Coding Agent,3155,3155,2026-07-06,开源 AI 编程 Agent / 编程辅助工具,终端内的浏览器。
176,zerx-lab/FluxDown,https://github.com/zerx-lab/FluxDown,开发工具,3125,3125,2026-07-03,开源开发者工具与效率项目,Rust 驱动的多协议下载管理器，支持 HTTP/FTP/BitTorrent 磁力链接及 HLS/DASH 流媒体，智能多线程加速与浏览器无缝集成。精美界面，极致性能，永久免费，零广告。
177,AlephAITech/WorkBuddyGuide,https://github.com/AlephAITech/WorkBuddyGuide,Coding Agent,3124,3124,2026-07-10,开源 AI 编程 Agent / 编程辅助工具,一个实用的，开源的指南，通过现实世界的工作流程来掌握WorkBuddy。。。。
178,ccch1mneyyy/dsh-TUI,https://github.com/ccch1mneyyy/dsh-TUI,Coding Agent,3115,3115,2026-08-13,开源 AI 编程 Agent / 编程辅助工具,DSH 官方公众号收录的 TUI 补位插件：Claude Code 风，鲸鱼顶栏/实时状态/流式思考/双击 Esc 回滚/上下文进度+TPS。npm 一键装。DSH official。。。
179,CYQawa/YunX,https://github.com/CYQawa/YunX,开发工具,3094,3094,2026-08-06,开源开发者工具与效率项目,✨一个安卓网盘解析下载app✨。
180,Krishnagangwal/CS-Fundamentals,https://github.com/Krishnagangwal/CS-Fundamentals,数据库,3093,3093,2026-06-28,开源数据库、检索或数据基础设施,开源数据库、检索或数据基础设施，具体主要用途请以项目官方仓库说明为准。
181,vercel-labs/fx,https://github.com/vercel-labs/fx,Coding Agent,3086,3086,2026-08-11,开源 AI 编程 Agent / 编程辅助工具,解开像编码代理。
182,lidge-jun/opencodex,https://github.com/lidge-jun/opencodex,Coding Agent,3028,15632,2026-06-18,开源 AI 编程 Agent / 编程辅助工具,OpenAI Codex & Claude Code 的通用供应商代理——使用任意LLM(克洛德，双子座，格罗克，。
183,shengjidaguai-china/goutoujunshi,https://github.com/shengjidaguai-china/goutoujunshi,Coding Agent,3017,3017,2026-07-20,开源 AI 编程 Agent / 编程辅助工具,一个先接住情绪、再分析关系并给出可执行策略的 Codex 恋爱军师，内置心理、法律、社会、人文、哲学、婚姻家庭与性学知识库，支持多元关系。
184,Tiger3807861189/J-Space-Cognition-Suite,https://github.com/Tiger3807861189/J-Space-Cognition-Suite,Coding Agent,3008,3008,2026-07-22,开源 AI 编程 Agent / 编程辅助工具,J-Space Cignition Suite——一个模型不可知的推论-时间控制套房，用于深度推理，我。
185,Tiger3807861189/J-Space-Cognition-Suite-V3.7,https://github.com/Tiger3807861189/J-Space-Cognition-Suite,Coding Agent,3008,3008,2026-07-22,开源 AI 编程 Agent / 编程辅助工具,J-Space Cignition Suite——一个模型不可知的推论-时间控制套房，用于深度推理，我。
