排名,项目,GitHub链接,赛道,近三月增长,当前star,创建时间,是什么,主要用途
132,xuchonglang/investing-for-beginners,https://github.com/xuchonglang/investing-for-beginners,开发工具,3497,3497,2026-07-03,开源开发者工具与效率项目,美股、期权与加密货币知识框架。
133,duolahypercho/codex-router,https://github.com/duolahypercho/codex-router,Coding Agent,3449,3449,2026-07-19,开源 AI 编程 Agent / 编程辅助工具,Codex的外型路由器 有导引出Kimi OAuth/API，DeepSeek，安全迁移，和rol。。。
134,mshumer/Claude-of-Duty,https://github.com/mshumer/Claude-of-Duty,前端框架,3411,3411,2026-07-25,开源前端框架、UI 或交互工具,"3.js的 "" 义务质量FPS呼吁 ""，由单一的提示建立。"
135,fuxicodex/Fuxi,https://github.com/fuxicodex/Fuxi,Coding Agent,3410,3410,2026-08-04,开源 AI 编程 Agent / 编程辅助工具,Fuxi是一个快活自成一体的AI编码代理，住在你的终端——编辑代码，运行c。
136,ashemag/human-atlas,https://github.com/ashemag/human-atlas,多模态,3404,3404,2026-09-05,开源多模态、图像或视觉项目,开源三维解剖探险:2，234个可选取的机体部分3D meshes，系统层，搜索，。
137,bozhouDev/codex-orange-book,https://github.com/bozhouDev/codex-orange-book,Coding Agent,3361,3361,2026-06-23,开源 AI 编程 Agent / 编程辅助工具,Codex 橙皮书：从安装到实战案例的全链路 Codex 使用指南（非官方开源，含可下载 PDF）。
138,Leonxlnx/unlazy,https://github.com/Leonxlnx/unlazy,Coding Agent,3342,3342,2026-08-09,开源 AI 编程 Agent / 编程辅助工具,AI特工的反懒行技能。核心:深度树法，将任务分出一个N层。
139,eternityspring/shuohao-skills,https://github.com/eternityspring/shuohao-skills,Coding Agent,3337,3337,2026-08-06,开源 AI 编程 Agent / 编程辅助工具,AI 短剧制作的 skill 集合：拆角色、排大纲、出场景与道具设定、写剧本、切分镜 | Agent skills for AI short-drama production — cha。。。
140,geeklee/srt-whiteboard-animation,https://github.com/geeklee/srt-whiteboard-animation,开发工具,3288,3288,2026-07-27,开源开发者工具与效率项目,将 SRT 字幕做成暖米黄纸张底的流式笔迹白板手绘动画 skill：mask 分区遮罩编排 + stream 连续笔迹（ink→color）。
141,nexu-io/open-design,https://github.com/nexu-io/open-design,Coding Agent,3286,96087,2026-04-28,开源 AI 编程 Agent / 编程辅助工具,[永久失效連結] [永久失效連結] [永久失效連結] [永久失效連結] [永久失效連結] (简体中文)。开源克洛德设计替代。本地风。。。
142,thebuggeddev/anatomy,https://github.com/thebuggeddev/anatomy,多模态,3272,3272,2026-08-02,开源多模态、图像或视觉项目,使用相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通相通。
143,addyosmani/agent-skills,https://github.com/addyosmani/agent-skills,Coding Agent,3271,94214,2026-02-15,开源 AI 编程 Agent / 编程辅助工具,AI编码剂的生产级工程技能。
144,yynxxxxx/Codex-X,https://github.com/yynxxxxx/Codex-X,Coding Agent,3161,3161,2026-07-04,开源 AI 编程 Agent / 编程辅助工具,OpenAI Codex 桌面端/CLI 的可视化管理工具，具有Provider/API 切换、会话同步、提示词注入、Skills/MCP 管理、TOML 配置可视化的跨平台工具。
145,abue-ammar/tinycast,https://github.com/abue-ammar/tinycast,开发工具,3153,3153,2026-06-29,开源开发者工具与效率项目,Tinycast——一个很小，完全本土的macOS发射装置，热键和剪贴板历史。
146,clash-verge-rev/clash-verge-rev,https://github.com/clash-verge-rev/clash-verge-rev,前端框架,3147,144375,2023-11-21,开源前端框架、UI 或交互工具,一个基于Tauri的现代GUI客户端，设计在Windows，macOS和Linux中运行，用于定制。
147,hydra-db/hydradb,https://github.com/hydra-db/hydradb,数据库,3092,3092,2026-07-03,开源数据库、检索或数据基础设施,HydraDB - 对象存储的快图数据库。
148,chuspeeism/dashi-taskboard,https://github.com/chuspeeism/dashi-taskboard,Coding Agent,3088,3088,2026-07-24,开源 AI 编程 Agent / 编程辅助工具,现代化可灵活嵌入的任务面板，支持 Codex、DeepSeek Harness。
149,zerx-lab/FluxDown,https://github.com/zerx-lab/FluxDown,开发工具,3037,3037,2026-07-03,开源开发者工具与效率项目,Rust 驱动的多协议下载管理器，支持 HTTP/FTP/BitTorrent 磁力链接及 HLS/DASH 流媒体，智能多线程加速与浏览器无缝集成。精美界面，极致性能，永久免费，零广告。
150,Krishnagangwal/CS-Fundamentals,https://github.com/Krishnagangwal/CS-Fundamentals,数据库,3030,3030,2026-06-28,开源数据库、检索或数据基础设施,开源数据库、检索或数据基础设施，具体主要用途请以项目官方仓库说明为准。
151,ccch1mneyyy/dsh-TUI,https://github.com/ccch1mneyyy/dsh-TUI,Coding Agent,3029,3029,2026-08-13,开源 AI 编程 Agent / 编程辅助工具,DSH 官方公众号收录的 TUI 补位插件：Claude Code 风，鲸鱼顶栏/实时状态/流式思考/双击 Esc 回滚/上下文进度+TPS。npm 一键装。DSH official。。。
152,Tiger3807861189/J-Space-Cognition-Suite,https://github.com/Tiger3807861189/J-Space-Cognition-Suite,Coding Agent,3009,3009,2026-07-22,开源 AI 编程 Agent / 编程辅助工具,J-Space Cignition Suite——一个模型不可知的推论-时间控制套房，用于深度推理，我。
153,Tiger3807861189/J-Space-Cognition-Suite-V3.7,https://github.com/Tiger3807861189/J-Space-Cognition-Suite,Coding Agent,3009,3009,2026-07-22,开源 AI 编程 Agent / 编程辅助工具,J-Space Cignition Suite——一个模型不可知的推论-时间控制套房，用于深度推理，我。
